site_id_from;site_id_to;iwait;inveht;xpen;xnum;cost
4355;2793;1.15;8.69;10;2;21.98
4357;2793;0.83;13.16;5;1;21.3
6159;2793;2.73;6.76;10;2;21.62
1658;2794;1.88;6.46;0;0;8.34
1659;2794;1.88;5.75;0;0;7.62
2025;2794;2.31;4.71;0;0;7.02
2359;2794;1.11;11.73;10;2;24.53
2360;2794;1.25;6.52;10;2;19.46
2363;2794;0.47;7.39;5;1;14.36
2368;2794;1.88;7.22;5;1;14.93
2369;2794;5;6.48;10;2;23.11
2576;2794;1.67;9.49;8.06;1.61;20.57
2589;2794;1.11;12.45;8.33;1.67;23.59
2590;2794;3.33;13.47;5;1;22.64
2591;2794;2.14;10.18;6.79;1.36;20.25
2592;2794;3.33;11.26;5;1;20.43
2593;2794;1.67;8.76;8.06;1.61;19.84
2594;2794;1.88;8.79;5;1;16.5
2597;2794;0.85;5.57;5;1;12.26
2616;2794;0.79;9.54;10;2;21.96
2628;2794;1.88;5.73;5;1;13.44
2629;2794;0.8;5.31;5;1;11.94
2630;2794;0.84;3.63;0;0;4.47
2686;2794;3.75;12.55;10;2;27.93
2785;2794;1.63;4.63;5;1;12.1
2786;2794;1.63;6;5;1;13.47
2787;2794;0.79;5.49;5;1;12.12
2788;2794;1.63;8.84;5;1;16.31
2790;2794;1.14;10.45;6.52;1.3;19.18
2791;2794;0.79;8.39;5;1;15.02
2793;2794;0.86;1.87;0;0;2.73
2795;2794;0.84;1.67;0;0;2.51
2811;2794;0.4;11.77;7.37;1.47;21.03
2814;2794;0.97;14.92;10;2;27.88
2860;2794;2;7.58;10;2;21.21
2861;2794;0.79;6.43;5;1;13.06
2862;2794;2.5;8.25;10;2;22.38
2863;2794;2.14;11.56;10;2;25.58
2924;2794;3.75;8.67;10;2;24.11
2925;2794;0.73;10.96;10;2;23.71
2926;2794;0.75;9.91;5;1;17.04
2937;2794;0.73;11.83;5.61;1.12;20.41
3014;2794;3.33;9.8;10;2;24.79
3317;2794;4.17;15.81;10;2;31.6
3318;2794;10;25.88;10;2;47.57
3349;2794;1.76;11.73;10;2;25.15
3798;2794;3.33;9.62;10;2;24.6
3799;2794;1.5;9.16;10;2;22.33
3962;2794;0.77;21.89;10;2;34.43
4077;2794;5;24.75;10;2;41.38
4138;2794;1;7.28;10;2;19.95
4142;2794;1.25;8.93;5;1;16.57
4149;2794;7.5;10.14;10;2;29.33
4151;2794;6;9.64;10;2;27.27
4187;2794;4.29;12.74;10;2;29.16
4276;2794;1.43;10.62;5;1;18.92
4304;2794;3.33;9.95;5;1;19.12
4308;2794;1.88;7.86;5;1;15.57
4309;2794;7.5;7.99;5;1;24.24
4351;2794;3.75;12.05;10;2;27.68
4352;2794;3.75;12.05;10;2;27.69
4355;2794;1.15;10.64;10;2;23.93
4357;2794;0.7;14.27;5.82;1.16;22.98
6159;2794;2.73;6.94;10;2;21.36
1658;2811;0.83;7.54;10;2;19.91
1659;2811;0.83;6.83;10;2;19.2
2025;2811;3.75;11.8;5;1;21.3
2359;2811;1.3;8.63;5;1;15.69
2360;2811;1.25;7.56;5;1;14.56
2363;2811;0.39;11.2;5;1;17.34
2368;2811;1.11;7.51;5;1;14.37
2369;2811;1.07;11.65;6.07;1.21;19.51
2576;2811;2.73;9.86;5;1;18.34
2589;2811;1.67;5.39;5;1;12.81
2590;2811;2;6.46;10;2;20.88
2591;2811;6;7.34;5;1;19.09
2592;2811;2;8.83;10;2;23.25
2593;2811;2.73;9.13;5;1;17.61
2594;2811;2.73;8.09;5;1;16.57
2597;2811;0.75;6.61;0;0;7.36
2616;2811;0.55;5.08;3.45;0.69;9.66
2628;2811;1.88;7.27;10;2;20.68
2629;2811;0.8;6.85;10;2;19.18
2630;2811;0.79;5.17;5;1;11.71
2686;2811;2.14;6.13;2.14;0.43;10.77
2785;2811;1.57;8.9;3.46;0.69;14.45
2786;2811;1.57;7.61;3.46;0.69;13.16
2787;2811;0.68;4.17;4.33;0.87;9.83
2788;2811;1.57;5.2;3.46;0.69;10.75
2790;2811;0.75;3.43;4.26;0.85;9.13
2791;2811;0.83;0.96;0;0;1.79
2793;2811;0.86;10.77;10;2;23.17
2794;2811;0.86;11.51;7.16;1.43;20.62
2795;2811;2.31;6.42;10;2;20.27
2814;2811;0.65;1.7;0;0;2.35
2860;2811;2;3.52;5;1;11.27
2861;2811;0.75;2.37;0;0;3.12
2862;2811;2.5;4.19;5;1;12.44
2863;2811;2.14;6.59;5;1;14.49
2924;2811;0.77;7.35;5;1;13.89
2925;2811;1;5.38;5;1;12.13
2926;2811;0.75;4.04;0;0;4.79
2937;2811;0.67;7.12;5;1;13.6
3014;2811;3.33;8.01;5;1;17.09
3317;2811;1.97;7.25;5;1;15.06
3318;2811;5;11.83;7.5;1.5;25.57
3349;2811;3.33;5.54;5;1;14.71
3798;2811;3.33;7.82;5;1;16.91
3799;2811;0.86;6.27;5;1;12.88
3962;2811;0.71;6.36;5;1;13.58
4077;2811;5;17.25;10;2;33.46
4138;2811;0.67;8.22;5;1;14.65
4142;2811;1.11;9.13;5;1;15.99
4149;2811;7.5;11.18;5;1;24.43
4151;2811;6;5.58;5;1;17.33
4187;2811;4.29;6.87;5;1;16.91
4276;2811;1.43;16.55;10;2;29.52
4304;2811;1.25;10.34;10;2;23.8
4308;2811;1.88;8.15;10;2;21.89
4309;2811;7.5;13.82;10;2;34.8
4351;2811;3.75;5.4;5;1;14.94
4352;2811;3.75;5.4;5;1;14.95
4355;2811;1.15;4.77;5;1;11.67
4357;2811;0.83;4.68;5;1;11.35
6159;2811;2.73;7.98;5;1;16.46
1658;2576;0.83;9.07;5;1;19.19
1659;2576;0.83;8.36;5;1;18.48
2025;2576;0.64;6.93;8.62;1.72;23.79
2359;2576;6;9.51;5;1;24.8
2360;2576;1.25;7.19;5;1;17.73
2363;2576;1.11;6.35;5;1;16.75
2368;2576;4.29;3.09;0;0;7.38
2369;2576;5;9.55;10;2;29.63
2589;2576;4.29;9.8;0;0;14.09
2590;2576;4.29;8.45;0;0;12.74
2591;2576;4.29;7.31;0;0;11.6
2592;2576;4.29;6.24;0;0;10.53
2593;2576;4.29;0.65;0;0;4.94
2594;2576;4.29;1.94;0;0;6.23
2597;2576;0.86;4.09;5;1;14.23
2616;2576;0.4;15.75;7.53;1.51;28.36
2628;2576;4.29;4.63;0;0;8.92
2629;2576;4.29;5.53;0;0;9.82
2630;2576;4.29;6.7;0;0;10.99
2686;2576;3.75;15.62;10;2;34.45
2785;2576;1.63;7.7;5;1;18.62
2786;2576;1.63;9.07;5;1;19.99
2787;2576;0.79;8.56;5;1;18.64
2788;2576;1.63;11.91;5;1;22.83
2790;2576;1.14;14.45;5;1;24.88
2791;2576;0.79;11.46;5;1;21.54
2793;2576;0.86;10.28;5;1;20.43
2794;2576;1.38;7.88;5;1;18.55
2795;2576;2.31;7.95;5;1;19.54
2811;2576;0.75;10.7;10;2;26.59
2814;2576;3;16.83;10;2;34.97
2860;2576;2;10.65;10;2;27.73
2861;2576;0.79;9.5;5;1;19.58
2862;2576;1.88;12.05;8.75;1.75;27.56
2863;2576;2.14;14.54;10;2;32.08
2924;2576;3.75;9.34;5;1;22.38
2925;2576;2.73;10.86;5;1;22.87
2926;2576;0.59;7.79;8.92;1.78;22.26
2937;2576;1.07;9.43;5;1;21.39
3014;2576;7.5;10.21;5;1;27
3317;2576;1.55;20.36;10;2;37
3318;2576;10;28.98;10;2;53.7
3349;2576;3.75;11;5;1;24.04
3798;2576;3.33;10.83;7.78;1.56;27.34
3799;2576;2;10.08;5;1;21.36
3962;2576;0.94;24.91;10;2;40.98
4077;2576;5;27.82;10;2;47.9
4138;2576;1.25;7.94;5;1;18.48
4142;2576;1.11;4.71;5;1;15.11
4149;2576;7.5;13.62;5;1;30.41
4151;2576;6;12.71;10;2;33.79
4187;2576;4.29;15.64;10;2;35.64
4276;2576;1.43;13.23;10;2;29.78
4304;2576;4.29;4.93;0;0;9.22
4308;2576;1.88;3.73;5;1;14.89
4309;2576;7.5;3.96;5;1;17.82
4351;2576;3.75;16.31;7.5;1.5;33.85
4352;2576;3.75;16.31;7.5;1.5;33.85
4355;2576;2;14.81;5;1;27.17
4357;2576;2;16.13;5;1;28.49
6159;2576;2.73;5.28;5;1;17.29
1658;2861;0.83;5.17;5;1;11.79
1659;2861;0.83;4.46;5;1;11.08
2025;2861;1.43;9.84;5;1;17.05
2359;2861;1.3;6.26;5;1;13.32
2360;2861;1;4.95;5;1;11.71
2363;2861;0.39;8.83;5;1;14.97
2368;2861;1.11;5.14;5;1;12
2369;2861;5;1.93;5;1;12.72
2576;2861;1.67;8.36;5;1;15.79
2589;2861;1.67;3.02;5;1;10.44
2590;2861;1.25;7.3;8.12;1.62;18.48
2591;2861;6;8.17;0;0;14.17
2592;2861;1.25;7.95;8.12;1.62;19.13
2593;2861;1.67;7.63;5;1;15.06
2594;2861;1.11;7.05;5;1;13.93
2597;2861;0.75;4.24;0;0;4.99
2616;2861;0.79;3.11;0;0;3.9
2628;2861;1.88;4.9;5;1;12.56
2629;2861;0.8;4.48;5;1;11.06
2630;2861;0.79;2.8;0;0;3.59
2686;2861;2.14;3.29;5;1;11.23
2785;2861;1.57;5.03;0;0;6.6
2786;2861;1.57;3.74;0;0;5.31
2787;2861;0.79;0.94;0;0;1.73
2788;2861;1.57;1.33;0;0;2.9
2790;2861;1.14;1.55;0;0;2.69
2791;2861;0.79;1.96;0;0;2.75
2793;2861;0.86;8.4;5;1;15.05
2794;2861;0.82;6.49;5;1;13.1
2795;2861;2.31;4.05;5;1;12.15
2811;2861;0.75;2.37;0;0;3.12
2814;2861;0.65;4.07;5;1;10.47
2860;2861;2;1.15;0;0;3.15
2862;2861;2.5;1.82;0;0;4.32
2863;2861;4.29;3.31;0;0;7.6
2924;2861;1;4.91;5;1;11.66
2925;2861;1;3.01;5;1;9.76
2926;2861;0.75;1.67;0;0;2.42
2937;2861;2.14;6.33;3.21;0.64;12.17
3014;2861;3.33;5.64;2.22;0.44;11.53
3317;2861;2.46;5.39;5;1;13.64
3318;2861;5;10.04;7.5;1.5;24.56
3349;2861;3.33;4.08;5;1;13.55
3798;2861;6;4.79;0;0;10.79
3799;2861;1.36;3.82;3.86;0.77;9.63
3962;2861;3;9.64;6.5;1.3;20.14
4077;2861;5;18.32;5;1;29.11
4138;2861;0.71;5.36;5;1;11.83
4142;2861;1.11;6.76;5;1;13.62
4149;2861;7.5;8.81;5;1;22.06
4151;2861;6;3.21;0;0;9.21
4187;2861;4.29;4.5;5;1;14.54
4276;2861;1.43;14.18;5;1;21.4
4304;2861;3.33;9.12;5;1;18.24
4308;2861;1.88;7.03;5;1;14.7
4309;2861;7.5;12.32;10;2;32.25
4351;2861;3.75;4.71;5;1;14.23
4352;2861;3.75;4.72;5;1;14.24
4355;2861;0.91;3.15;3.94;0.79;8.59
4357;2861;4.29;4.63;0;0;8.92
6159;2861;2.73;5.61;5;1;14.09
1658;2924;0.73;8.94;9.39;1.88;21.43
1659;2924;0.83;7.48;10;2;20.77
2025;2924;3.75;13.89;5;1;24.07
2359;2924;1.67;0.91;0;0;2.58
2360;2924;1.43;2.03;0;0;3.46
2363;2924;1.43;8.59;0;0;10.02
2368;2924;1.43;5.33;0;0;6.76
2369;2924;1.36;1.77;5;1;9.8
2576;2924;1.67;7.18;5;1;15.27
2589;2924;1.11;8.82;8.33;1.67;20.01
2590;2924;3.33;11.58;5;1;21.34
2591;2924;6;3.71;5;1;16.14
2592;2924;3.33;9.37;5;1;19.13
2593;2924;1.67;6.45;5;1;14.54
2594;2924;1.11;5.91;5;1;13.45
2597;2924;1.43;2.98;0;0;4.41
2616;2924;0.65;7.61;4.13;0.83;15.49
2628;2924;2;6.87;5;1;15.3
2629;2924;2;7.77;5;1;16.2
2630;2924;0.79;5.82;5;1;13.28
2686;2924;2.14;10.94;5;1;21.84
2785;2924;1.57;6.5;5;1;14.74
2786;2924;1.57;5.21;5;1;13.45
2787;2924;1.67;3.96;0;0;5.63
2788;2924;0.8;5.11;5;1;13.64
2790;2924;3.75;4.2;0;0;7.95
2791;2924;3.75;6.63;0;0;10.38
2793;2924;0.86;11.42;10;2;24.74
2794;2924;1.52;11.37;5;1;19.32
2795;2924;0.91;10.67;6.98;1.4;20.41
2811;2924;0.75;5.62;5;1;15.12
2814;2924;0.54;8.56;9.11;1.82;22.19
2860;2924;2;4.4;5;1;15.15
2861;2924;3.75;3.25;0;0;7
2862;2924;1.88;5.85;5;1;15.89
2863;2924;4.29;6.56;5;1;19.6
2925;2924;0.91;4.08;5;1;11.58
2926;2924;0.41;5.41;5;1;12.32
2937;2924;6;5.05;5;1;17.48
3014;2924;3.33;4.16;7.78;1.56;17.29
3317;2924;2.46;8.64;10;2;25.64
3318;2924;5;16.3;10;2;36.67
3349;2924;3.75;1.66;0;0;5.41
3798;2924;3.33;3.97;7.78;1.56;17.1
3799;2924;0.91;2.58;5;1;10.08
3962;2924;3;13.48;10;2;31
4077;2924;5;23.22;10;2;40.68
4138;2924;1.43;0.78;0;0;2.21
4142;2924;1.43;6.95;0;0;8.38
4149;2924;7.5;7.55;5;1;21.48
4151;2924;6;6.46;5;1;21.21
4187;2924;4.29;8.24;10;2;24.44
4276;2924;1.03;14.75;9.14;1.83;29.35
4304;2924;3.33;8.06;5;1;17.82
4308;2924;1.88;5.97;5;1;14.27
4309;2924;7.5;11.14;10;2;31.73
4351;2924;3.75;8.92;7.5;1.5;23
4352;2924;3.75;8.92;7.5;1.5;23.01
4355;2924;0.91;6.79;8.94;1.79;18.94
4357;2924;0.91;7.55;8.94;1.79;19.7
6159;2924;2.73;4.35;5;1;13.51
1658;2925;0.73;10.84;9.39;1.88;23.33
1659;2925;0.83;9.38;10;2;22.67
2025;2925;3.75;8.92;10;2;24.33
2359;2925;1.67;2.81;0;0;4.48
2360;2925;2.5;3.91;0;0;6.41
2363;2925;2.5;10.47;0;0;12.97
2368;2925;2.5;7.21;0;0;9.71
2369;2925;1.36;3.67;5;1;11.7
2576;2925;1.67;9.05;5;1;18.22
2589;2925;1.67;2.51;5;1;10.08
2590;2925;2;3.58;10;2;18.15
2591;2925;6;4.77;5;1;16.77
2592;2925;1.25;7.94;8.12;1.62;19.86
2593;2925;1.67;8.32;5;1;17.49
2594;2925;1.11;7.79;5;1;16.4
2597;2925;2.5;4.86;0;0;7.36
2616;2925;0.81;7.29;5;1;14.86
2628;2925;2;8.75;5;1;18.25
2629;2925;2;9.65;5;1;19.15
2630;2925;0.79;7.72;5;1;15.18
2686;2925;0.91;14.36;7.12;1.42;24.67
2785;2925;1.57;8.4;5;1;16.64
2786;2925;1.57;7.11;5;1;15.35
2787;2925;1.67;5.86;0;0;7.53
2788;2925;0.8;5.83;7.55;1.51;15.84
2790;2925;3.75;6.1;5;1;15.85
2791;2925;0.65;8.72;5;1;15.92
2793;2925;0.86;13.32;10;2;26.64
2794;2925;1.52;13.25;5;1;22.27
2795;2925;0.91;12.56;6.98;1.4;22.94
2811;2925;0.75;5.2;5;1;11.86
2814;2925;0.65;6.89;10;2;19.21
2860;2925;2;7.05;6.33;1.27;16.51
2861;2925;0.75;2.83;5;1;9.49
2862;2925;2.73;4.75;5;1;13.42
2863;2925;4.29;4.63;5;1;14.82
2924;2925;1;1.9;0;0;2.9
2926;2925;0.91;1.16;0;0;2.07
2937;2925;2.14;4.79;5;1;12.88
3014;2925;3.33;4.03;5;1;14.03
3317;2925;2.46;9.57;10;2;24.6
3318;2925;5;26.12;7.5;1.5;40.73
3349;2925;3.75;3.56;5;1;13.31
3798;2925;6;1.39;5;1;13.39
3799;2925;1;0.84;0;0;1.84
3962;2925;4.29;13.38;10;2;29.32
4077;2925;5;25.12;10;2;42.58
4138;2925;2.5;2.66;0;0;5.16
4142;2925;2.5;8.83;0;0;11.33
4149;2925;7.5;2.41;5;1;15.91
4151;2925;6;6.04;10;2;23.7
4187;2925;4.29;3.99;5;1;14.18
4276;2925;1.03;16.65;9.14;1.83;31.25
4304;2925;1.25;8.43;8.12;1.62;20.35
4308;2925;1.88;7.85;5;1;17.22
4309;2925;7.5;13.01;10;2;34.68
4351;2925;7.5;5.67;5;1;19.08
4352;2925;7.5;4.41;5;1;17.82
4355;2925;1.15;1.89;5;1;8.95
4357;2925;1.15;3.21;5;1;10.27
6159;2925;2.73;6.23;5;1;16.46
1658;4309;0.83;10.06;10;2;32.68
1659;4309;0.83;9.35;10;2;31.97
2025;4309;0.88;5.22;10;2;31.1
2359;4309;3;14.08;10;2;36.95
2360;4309;1.25;8.65;10;2;30.13
2363;4309;1.11;7.34;10;2;30.24
2368;4309;4.29;4.08;5;1;20.87
2369;4309;6;44.6;10;2;68.91
2576;4309;7.5;0.99;0;0;8.49
2589;4309;4.29;10.42;5;1;27.21
2590;4309;4.29;9.07;5;1;25.86
2591;4309;2.73;9.16;5;1;24.39
2592;4309;4.29;6.86;5;1;23.65
2593;4309;4.29;1.64;5;1;18.43
2594;4309;1.67;5.28;5;1;19.44
2597;4309;2.73;7.7;5;1;22.93
2616;4309;0.81;17.2;5;1;30.51
2628;4309;4.29;5.62;5;1;22.41
2629;4309;4.29;6.52;5;1;23.31
2630;4309;4.29;7.69;5;1;24.48
2686;4309;2.14;26.3;10;2;47.31
2785;4309;1.63;8.69;10;2;32.11
2786;4309;1.63;10.06;10;2;33.48
2787;4309;0.79;9.55;10;2;32.13
2788;4309;1.63;12.9;10;2;36.32
2790;4309;1.14;15.59;10;2;38.04
2791;4309;0.79;12.45;10;2;35.03
2793;4309;0.8;9.54;10;2;33.49
2794;4309;1.38;8.87;10;2;32.04
2795;4309;2.31;8.94;10;2;33.03
2811;4309;0.75;14.31;10;2;35.29
2814;4309;1.08;32.01;10;2;52.87
2860;4309;2.73;21.36;8.18;1.64;41.04
2861;4309;0.37;11.64;9.76;1.95;32.58
2862;4309;2.73;17.95;8.18;1.64;37.63
2863;4309;4.29;16.66;10;2;40.45
2924;4309;3.75;10.8;10;2;34.78
2925;4309;0.73;13.94;10;2;34.36
2926;4309;2;13.19;5;1;27.69
2937;4309;2.14;9.47;5;1;24.11
3014;4309;7.5;14.22;5;1;34.22
3317;4309;2.46;19.48;10;2;40.25
3318;4309;10;38.15;10;2;73.15
3349;4309;3.75;12.46;10;2;36.44
3798;4309;7.5;15.1;5;1;35.1
3799;4309;2;12.22;8.67;1.73;32.38
3962;4309;0.94;29.39;10;2;48.64
4138;4309;1.25;9.4;10;2;30.88
4142;4309;1.11;5.7;10;2;28.6
4149;4309;7.5;17.63;5;1;37.63
4151;4309;6;19.66;10;2;50.66
4187;4309;4.29;16.02;10;2;39.81
4276;4309;1.43;36.63;10;2;58.06
4304;4309;1.67;5.54;5;1;19.71
4308;4309;1.88;4.72;10;2;28.38
4351;4309;7.5;20.86;5;1;40.86
4352;4309;7.5;19.6;5;1;39.6
4355;4309;2;14.72;5;1;29.22
4357;4309;2;16.04;5;1;30.54
6159;4309;2.73;10.11;5;1;25.34
1658;2926;0.83;6.84;10;2;19.21
1659;2926;0.83;6.13;10;2;18.5
2025;2926;3.75;7.76;5;1;17.26
2359;2926;1.67;4.25;0;0;5.91
2360;2926;2.5;5.1;0;0;7.6
2363;2926;0.77;8.36;3.46;0.69;13.11
2368;2926;1.11;5.66;2.78;0.56;9.97
2369;2926;1.36;5.11;5;1;13.14
2576;2926;2.73;5.82;5;1;14.3
2589;2926;1.67;1.35;0;0;3.02
2590;2926;2;2.42;5;1;11.09
2591;2926;1.5;3.64;5;1;11.57
2592;2926;2;4.79;5;1;13.46
2593;2926;2.73;5.09;5;1;13.57
2594;2926;2.73;4.05;5;1;12.53
2597;2926;0.75;2.57;0;0;3.32
2616;2926;0.71;5.32;4.52;0.9;11.24
2628;2926;0.97;7.12;8.71;1.74;18.45
2629;2926;0.57;6.85;9.24;1.85;18.26
2630;2926;0.79;4.47;5;1;11.01
2686;2926;2.14;4.96;10;2;18.65
2785;2926;1.57;6.7;5;1;14.02
2786;2926;1.57;5.41;5;1;12.73
2787;2926;0.54;4.12;3.39;0.68;8.55
2788;2926;1.57;3;5;1;10.32
2790;2926;1.14;3.22;5;1;10.11
2791;2926;0.79;3.63;5;1;10.17
2793;2926;0.86;10.07;10;2;22.47
2794;2926;1.52;10.27;5;1;17.54
2795;2926;0.91;9.47;6.98;1.4;18.43
2811;2926;0.75;4.04;0;0;4.79
2814;2926;0.65;5.74;5;1;12.14
2860;2926;2;5.23;2.67;0.53;10.29
2861;2926;0.75;1.67;0;0;2.42
2862;2926;4.29;4.57;0;0;8.86
2863;2926;4.29;3.47;0;0;7.76
2924;2926;1;3.24;0;0;4.24
2925;2926;1;1.34;0;0;2.34
2937;2926;3.33;2.9;0;0;6.23
3014;2926;3.33;3.75;5;1;12.97
3317;2926;2.46;7.06;10;2;21.06
3318;2926;5;14.65;10;2;31.21
3349;2926;3.75;4.9;5;1;14.65
3798;2926;3.33;3.56;5;1;12.79
3799;2926;1;2.18;0;0;3.18
3962;2926;3;11.31;6.5;1.3;21.81
4077;2926;5;19.99;10;2;36.53
4138;2926;2.5;3.85;0;0;6.35
4142;2926;1.11;7.28;2.78;0.56;11.59
4149;2926;7.5;3.75;5;1;17.25
4151;2926;6;4.88;5;1;16.63
4187;2926;4.29;2.83;0;0;7.12
4276;2926;1.43;15.85;10;2;28.82
4304;2926;2;6.36;5;1;15.03
4308;2926;1.88;4.11;10;2;17.85
4309;2926;7.5;13.73;5;1;28.37
4351;2926;7.5;4.51;0;0;12.01
4352;2926;7.5;3.25;0;0;10.75
4355;2926;1.15;0.73;0;0;1.88
4357;2926;1.15;2.05;0;0;3.2
6159;2926;2.73;3.94;5;1;12.42
1658;2937;1.88;17.83;5;1;25.54
1659;2937;1.88;17.12;5;1;24.83
2025;2937;0.88;7.22;5;1;13.93
2359;2937;1.67;8.08;5;1;17.74
2360;2937;0.83;5.76;5;1;17.6
2363;2937;3.75;8.45;5;1;18.04
2368;2937;1.11;4.13;5;1;17.74
2369;2937;1.36;8.94;10;2;24.97
2576;2937;1.67;8.87;5;1;21.28
2589;2937;0.91;5.01;5;1;12.74
2590;2937;2;4.06;5;1;14.06
2591;2937;7.5;1.49;0;0;8.99
2592;2937;2;6.43;5;1;16.43
2593;2937;2.73;5.75;5;1;20.98
2594;2937;1.58;6.53;5;1;18.71
2597;2937;7.5;3.23;0;0;10.73
2616;2937;0.81;5.64;5;1;12.29
2628;2937;3.75;11.72;5;1;23.47
2629;2937;3.75;12.62;5;1;24.37
2630;2937;0.48;10.81;8.06;1.61;21.99
2686;2937;2.14;6.73;10;2;20.55
2785;2937;1.57;10.64;10;2;25.53
2786;2937;1.57;9.35;10;2;24.24
2787;2937;0.54;8.02;8.39;1.68;20.16
2788;2937;1.57;6.94;10;2;21.83
2790;2937;0.75;7.91;10;2;20.66
2791;2937;0.83;6.2;5;1;12.87
2793;2937;1.88;9.81;5;1;17.52
2794;2937;1.88;11.37;5;1;19.08
2795;2937;1.88;13.04;5;1;20.75
2811;2937;0.83;7.16;5;1;13.83
2814;2937;0.65;8.86;10;2;21.18
2860;2937;2.73;9.66;3.18;0.64;16.1
2861;2937;0.59;5.93;4.61;0.92;13.59
2862;2937;2.73;6.25;3.18;0.64;12.69
2863;2937;4.29;3.9;5;1;14.02
2924;2937;1;7.07;5;1;16.07
2925;2937;1;5.17;5;1;14.17
2926;2937;3;3.83;0;0;6.83
3014;2937;7.5;4.39;0;0;11.89
3317;2937;2.46;7.92;10;2;22.02
3318;2937;5;16.84;10;2;33.52
3349;2937;1.76;9.47;7.65;1.53;23.29
3798;2937;7.5;5.27;0;0;12.77
3799;2937;7.5;6.23;0;0;13.73
3962;2937;0.71;17.14;10;2;29.85
4077;2937;5;23;10;2;39.69
4138;2937;0.83;5.85;5;1;17.68
4142;2937;1.11;5.75;5;1;19.36
4149;2937;7.5;7.8;0;0;15.3
4151;2937;6;6.39;10;2;27.51
4187;2937;4.29;3.26;5;1;13.38
4276;2937;1.43;21.99;10;2;36.13
4304;2937;2;8;5;1;18
4308;2937;1.88;4.77;10;2;25.26
4309;2937;7.5;10;5;1;24.64
4351;2937;7.5;4.94;5;1;18.28
4352;2937;7.5;3.68;5;1;17.02
4355;2937;3;5.36;0;0;8.36
4357;2937;0.83;2.48;0;0;3.31
6159;2937;2.73;4.6;5;1;19.83
1658;4351;0.88;13.99;10;2;33.16
1659;4351;2.31;15;10;2;35.6
2025;4351;0.71;13.18;10;2;32.22
2359;4351;1.67;10.01;5;1;24.17
2360;4351;2.5;10.86;5;1;25.86
2363;4351;0.77;14.12;8.46;1.69;31.37
2368;4351;0.86;12.2;7.14;1.43;28.02
2369;4351;1.36;10.87;10;2;31.4
2576;4351;1.67;13.79;8.06;1.61;31.47
2589;4351;7.5;7.63;0;0;15.13
2590;4351;2;8.7;5;1;23.2
2591;4351;2;10.03;5;1;24.53
2592;4351;2;11.07;5;1;25.57
2593;4351;1.67;13.6;8.06;1.61;31.28
2594;4351;1.58;11.44;7.89;1.58;28.84
2597;4351;0.75;8.33;5;1;21.58
2616;4351;7.5;5.94;0;0;13.44
2628;4351;3.75;16.36;5;1;32.61
2629;4351;3.75;17.26;5;1;33.51
2630;4351;0.79;6.71;10;2;25.79
2686;4351;2.14;3.56;5;1;18.21
2785;4351;1.57;12.51;6.54;1.31;28.37
2786;4351;1.57;11.22;6.54;1.31;27.08
2787;4351;0.79;4.85;10;2;23.93
2788;4351;1.57;8.81;6.54;1.31;24.67
2790;4351;1.35;7.26;5;1;21.11
2791;4351;0.36;3.16;5;1;16.01
2793;4351;1.88;15.7;10;2;35.91
2794;4351;0.84;16.58;10;2;35.71
2795;4351;0.91;17.31;10;2;37.08
2811;4351;0.83;3.99;5;1;17.33
2814;4351;0.65;5.69;10;2;24.67
2860;4351;2;7.06;7.67;1.53;24.65
2861;4351;0.79;3.91;5;1;17.2
2862;4351;4.29;5.93;5;1;22.72
2863;4351;4.29;4.83;5;1;21.62
2924;4351;1;9;5;1;22.5
2925;4351;1;7.1;5;1;20.6
2926;4351;7.5;5.76;0;0;13.26
2937;4351;0.83;5.89;5;1;19.23
3014;4351;3.33;9.51;10;2;31.23
3317;4351;2.46;7.03;5;1;21.99
3318;4351;5;10.99;10;2;35.12
3349;4351;3.33;9.79;5;1;25.62
3798;4351;3.33;9.32;10;2;31.05
3799;4351;1;7.94;5;1;21.44
3962;4351;5;9.77;10;2;33.92
4077;4351;5;19.43;10;2;45.27
4138;4351;2.5;9.61;5;1;24.61
4142;4351;1.11;13.04;7.78;1.56;29.85
4149;4351;7.5;9.51;10;2;35.51
4151;4351;6;7.12;10;2;31.41
4187;4351;4.29;4.19;5;1;20.98
4276;4351;1.43;18.09;10;2;37.81
4304;4351;2;12.64;5;1;27.14
4308;4351;1.88;15.06;10;2;35.94
4309;4351;7.5;19.49;10;2;46.63
4352;4351;7.5;1.27;0;0;8.77
4355;4351;7.5;4.72;0;0;12.22
4357;4351;7.5;3.41;0;0;10.91
6159;4351;2.73;9.7;10;2;30.68
1658;4352;0.88;15.25;10;2;34.42
1659;4352;2.31;16.26;10;2;36.86
2025;4352;0.71;11.91;10;2;30.95
2359;4352;1.67;8.74;5;1;22.9
2360;4352;2.5;9.59;5;1;24.59
2363;4352;0.77;12.85;8.46;1.69;30.1
2368;4352;0.86;10.93;7.14;1.43;26.75
2369;4352;1.36;9.6;10;2;30.13
2576;4352;1.67;12.52;8.06;1.61;30.2
2589;4352;7.5;6.36;0;0;13.86
2590;4352;2;7.43;5;1;21.93
2591;4352;2;8.76;5;1;23.26
2592;4352;2;9.8;5;1;24.3
2593;4352;1.67;12.33;8.06;1.61;30.01
2594;4352;1.58;10.17;7.89;1.58;27.57
2597;4352;0.75;7.06;5;1;20.31
2616;4352;7.5;7.2;0;0;14.7
